Kanji,Reading,Meaning,Japanese Example,English Example
源,みなもと,"source, origin",文化の源を追求する。,Pursue the origin of culture.
見習う,みならう,to follow another's example,優れた技術を見習う。,Learn from excellent skills.
身なり,みなり,personal appearance,大切なのは身なりと態度。,Appearance and attitude are important.
峰,みね,"peak, ridge",山の峰から眺める景色。,View the scenery from the mountain peak.
身の上,みのうえ,"one's future, one's welfare, one's personal history",身の上話を聞かせて。,Tell me your personal story.
見逃す,みのがす,"to miss, to overlook, to leave at large",重要なポイントを見逃す。,Miss the crucial points.
身の回り,みのまわり,"one's personal appearance, personal belongings",身の回りの整理をする。,Organize personal belongings.
見計らう,みはからう,to choose at one's own discretion,自分の判断で良いものを見計らう。,Choose good things at one's own discretion.
見晴らし,みはらし,view,ホテルの部屋からの見晴らしは最高だ。,The view from the hotel room is fantastic.
身振り,みぶり,gesture,身振りと手振りで説明する。,Explain with gestures and hand movements.
脈,みゃく,pulse,心臓の脈を測る。,Measure the pulse of the heart.
ミュージック,ミュージック,music,音楽を作るのが好きです。,I enjoy creating music.
未練,みれん,"lingering affection, attachment, regret(s)",過去の未練を断ち切る。,Cut ties with past attachments.
見渡す,みわたす,"to look out over, to survey (scene), to take an extensive view of",丘から町を見渡す。,Look out over the town from the hill.
民宿,みんしゅく,private house providing lodging and meals to tourists,夏休みに民宿に泊まる。,Stay at a private lodging during summer vacation.
民族,みんぞく,"people, race",異なる民族の文化を学ぶ。,Learn about the culture of different ethnic groups.
民俗,みんぞく,folk customs,その地域の民俗を研究する。,Study the folk customs of that region.
無意味,むいみ,"nonsense, no meaning",無意味な会話を避ける。,Avoid meaningless conversations.
ムード,ムード,mood,パーティーのムードを盛り上げる。,Liven up the mood of the party.
無口,むくち,reticence,新入社員は無口だ。,The new employee is reticent.
婿,むこ,son-in-law,彼は彼女の婿になった。,He became her son-in-law.
無効,むこう,"invalid, no effect, unavailable",その契約は無効だと判断された。,That contract was deemed invalid.
無言,むごん,silence,彼は無言で去って行った。,He left in silence.
無邪気,むじゃき,"innocence, simple-mindedness",彼女の無邪気な笑顔が可愛い。,Her innocent smile is adorable.
むしる,むしる,"to pluck, to pick, to tear",子供たちは花をむしり取って遊んだ。,The children picked flowers and played with them.
結び,むすび,"ending, conclusion, union",話の結びが見えてきた。,The conclusion of the story is becoming clear.
結び付き,むすびつき,"connection, relation",二つの事件には怪しい結びつきがある。,There is a suspicious connection between the two incidents.
結び付く,むすびつく,"to be connected or related, to join together",この二つの問題が結び付き、解決策が見つかった。,These two problems were connected and a solution was found.
結び付ける,むすびつける,"to combine, to join, to tie on, to attach with a knot",情報を結び付けて、全体像が見えてきた。,"By linking the information, the whole picture became clear."
無線,むせん,"wireless, radio",このデバイスは無線で接続します。,This device connects wirelessly.
無駄遣い,むだづかい,"waste money on, squander money on",彼はお金を無駄遣いしている。,He is wasting money.
無断,むだん,"without permission, without notice",無断で入室することは禁止されています。,Entering the room without permission is prohibited.
無知,むち,ignorance,無知は罪ではない。,Ignorance is not a sin.
無茶,むちゃ,"absurd, unreasonable",その計画は無茶だと思う。,I think that plan is absurd.
無茶苦茶,むちゃくちゃ,"confused, jumbled, mixed up, unreasonable",彼女の言葉は無茶苦茶だった。,Her words were confused and unreasonable.
空しい,むなしい,"vacant, futile, vain",彼の努力は空しいものだった。,His efforts were in vain.
無念,むねん,"chagrin, regret",試合に敗れて無念だった。,Losing the game was regrettable.
無能,むのう,"inefficiency, incompetence",彼は組織の中で無能だと評価された。,He was considered incompetent within the organization.
無闇に,むやみに,"unreasonably, absurdly, at random",その計画は無闇に無茶だ。,That plan is absurdly unreasonable.
無用,むよう,"useless, needlessness, unnecessariness",これ以上の議論は無用だ。,Further discussion is unnecessary.
斑,むら,"unevenness, inconsistency, irregularity",木の幹に斑がある。,There are irregular patterns on the trunk of the tree.
群がる,むらがる,"to swarm, to gather",人々が祭りに群がっていた。,People were gathering at the festival.
無論,むろん,"of course, naturally",その結論はもちろんだ。,"The conclusion is, of course."
名産,めいさん,noted product,この地域は名産の果物がたくさんある。,This region produces many famous fruits.
名称,めいしょう,name,この商品の名称を変更することになった。,The name of this product has been changed.
命中,めいちゅう,a hit,矢が的に命中した。,The arrow hit the target.
明白,めいはく,"obvious, clear",その事実は明白だ。,That fact is obvious.
名簿,めいぼ,register of names,新しい生徒の名簿を作成した。,A new register of students was created.
名誉,めいよ,"honor, credit, prestige",その賞は名誉なものだ。,That award is an honor.
明瞭,めいりょう,clarity,その説明は明瞭でわかりやすかった。,The explanation was clear and easy to understand.
明朗,めいろう,"bright, clear, cheerful",明朗な性格の持ち主だ。,She has a bright and cheerful personality.
メーカー,メーカー,manufacturer,この製品は有名なメーカーが製造している。,This product is manufactured by a well-known maker.
目方,めかた,weight,この袋の目方は5キロだ。,The weight of this bag is 5 kilograms.
恵み,めぐみ,blessing,自然の恵みを感謝する。,Be grateful for the blessings of nature.
恵む,めぐむ,"to bless, to show mercy to",困っている人を恵んであげましょう。,Let's help those in need.
目覚しい,めざましい,"brilliant, remarkable",その子は目覚しい才能を持っている。,That child has remarkable talent.
目覚める,めざめる,to wake up,朝日を浴びて目覚めるのが好きだ。,I love waking up to the morning sun.
召す,めす,"to call, to send for, to put on",上司が私を召した。,The boss summoned me.
雌,めす,female (animal),その雌犬はとても優雅だ。,That female dog is very elegant.
