Kanji,Reading,Meaning,Japanese Example,English Example
助詞,じょし,"(gram) particle(s), postposition",日本語の助詞の使い方を理解するのは難しい。,Understanding how to use particles in Japanese is difficult.
ショック,ショック,shock,その知らせには大きなショックを受けた。,I was shocked by that news.
進行,しんこう,advance,プロジェクトは順調に進行しています。,The project is progressing smoothly.
新興,しんこう,"rising, developing, emergent",新興企業が市場で競争力を持ち始めています。,Emerging companies are starting to gain competitiveness in the market.
振興,しんこう,"promotion, encouragement",地域振興計画の一環として文化祭を開催します。,"As part of the community revitalization plan, a cultural festival will be held."
申告,しんこく,"report, statement",税金の申告を忘れないようにしてください。,Don't forget to file your tax declaration.
真理,しんり,truth,真理を追求することは重要です。,It is important to pursue the truth.
水洗,すいせん,flushing,トイレの水洗機能が壊れています。,The flushing function of the toilet is broken.
ストレス,ストレス,stress,彼女はストレスが原因で疲れている。,She is tired due to stress.
擦る,する,"to rub, to chafe",靴底を擦って泥を落とす。,Rub the shoe soles to remove the mud.
正規,せいき,"regular, legitimate",正規の手続きに従ってください。,Please follow the regular procedures.
精巧,せいこう,"elaborate, delicate, exquisite",その時計は精巧なデザインをしています。,That watch has an intricate design.
精算,せいさん,"exact calculation, adjustment",請求書を精算して、支払い手続きを行う。,Settle the bill and go through the payment process.
成年,せいねん,"majority, adult age",成年者は飲酒が許可されています。,Drinking alcohol is allowed for adults.
声明,せいめい,"declaration, statement, proclamation",声明を発表して行動の意図を明確にする。,Make a statement to clarify the intentions of the actions.
姓名,せいめい,full name,彼の姓名は知られていない。,His full name is not known.
生理,せいり,"physiology, menses",女性の生理は月経周期に関係している。,Women's physiology is related to the menstrual cycle.
節,せつ,"when, if; section; clause",その話は正しい節がひとつもない。,There is not a single correct clause in that story.
膳,ぜん,"(small) table, tray, meal",膳を持って、食卓へ向かった。,"Carrying the tray, he headed to the dining table."
禅,ぜん,Zen (Buddhism),日々禅修を行うことで心が整う。,Meditating daily on Zen helps to calm the mind.
選挙,せんきょ,election,来月、選挙が行われる予定だ。,The election is scheduled to take place next month.
先行,せんこう,"preceding, going first",先行するグループを追いかけている。,I am chasing after the group that is ahead.
選考,せんこう,"selection, screening",選考の結果が待たれている。,We are awaiting the results of the selection.
相,そう,"aspect, phase, countenance",彼は怒る相がなかった。,He showed no sign of anger.
沿う,そう,"to run along, to follow",川が家の周りを流れていた。,The river ran along the house.
添う,そう,"to accompany, to comply with",犬が私に添って寝た。,The dog slept by my side.
僧,そう,"monk, priest",その寺には多くの僧が住んでいた。,Many monks lived in that temple.
像,ぞう,"statue, image",その神社に美しい像が祀られている。,A beautiful statue is enshrined in the shrine.
捜査,そうさ,"search (esp. in criminal investigations, investigation)",事件の捜査が進行中だ。,The investigation of the case is ongoing.
操縦,そうじゅう,"management, control, manipulation",飛行機の操縦はパイロットが行った。,The pilot handled the airplane controls.
創造,そうぞう,creation,アーティストは自らの創造力に誇りを持っている。,The artist takes pride in his creative ability.
隊,たい,"party, troops",兵士たちは隊を組んで進軍した。,The soldiers marched forward in formation.
退学,たいがく,dropping out of school,学校を退学することを決めた。,I decided to drop out of school.
タイトル,タイトル,title,その映画のタイトルは何ですか？,What is the title of that movie?
ダウン,ダウン,down,コンピューターがダウンしている。,The computer is down.
高まる,たかまる,to rise; to grow; to mount (v.i.),彼女の興味は高まってきた。,Her interest has been growing.
断つ,たつ,"to sever, to cut off",関係を断ち切る決定を下した。,I made the decision to sever ties.
盾,たて,shield,古代の戦士は盾を使っていた。,Ancient warriors used shields.
例え,たとえ,example; even though,彼はその質問例えばなれていなかった。,He was not accustomed to such example questions.
チャイム,チャイム,chime,チャイムが鳴ったので、授業が終わった。,"The chime rang, signaling the end of class."
挑戦,ちょうせん,"challenge, defiance",彼は常に新しい挑戦を求めている。,He is always seeking new challenges.
治療,ちりょう,medical treatment,怪我の治療に専念している。,I am focusing on the treatment of the injury.
対,つい,"pair, couple, set",対から反対へと考え方を変える。,Change your way of thinking from pros to cons.
接ぐ,つぐ,to join; to piece together; to set (bones); to graft (trees),切り株を接ぎ合わせてテーブルを作った。,I joined together tree stumps to make a table.
継ぐ,つぐ,to succeed (someone in a business or inheritance,父の仕事を継がなければならない。,I have to succeed my father's work.
摘む,つむ,"to pluck, to pick, to trim",園で新鮮な果物を摘んだ。,I picked fresh fruit in the orchard.
露,つゆ,dew,早朝、草に露がついていた。,"In the early morning, dew was on the grass."
強まる,つよまる,"to get strong, to gain strength",風の勢いが強まってきた。,The wind has been getting stronger.
強める,つよめる,"to strengthen, to emphasize",セキュリティを強めるための対策を取った。,I took measures to strengthen security.
データ,データ,data,その統計データは信頼できる。,The statistical data is reliable.
デザイン,デザイン,design,新しいウェブサイトのデザインが完成した。,The design of the new website is completed.
デザート,デザート,dessert,食後のデザートがおいしかった。,The dessert after the meal was delicious.
転校,てんこう,change schools,新しい町への転校に不安を感じていた。,I felt anxious about transferring to a new town.
伝言,でんごん,verbal message,重要な伝言を確実に伝える。,Deliver the important verbal message without fail.
と,と,and,野菜と果物を買い物リストに書き加えた。,I added vegetables and fruits to the shopping list.
